Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
5.42,1.85,9.14,"Red",9,6,False
8.62,1.23,9.07,"Green",1,14,False
9.7,1.3,15.38,"Blue",11,15,False
9.41,3.1,11.94,"Blue",1,12,False
5.8,1.25,11.5,"Orange",4,9,False
4.22,5.22,4.98,"Pink",11,2,True
6.45,1.34,9.97,"Yellow",7,9,False
10.96,3.49,15.73,"Red",8,12,True
9.39,1.01,13.45,"Green",15,13,False
2.09,1.66,10.24,"Purple",15,9,False
2.67,1.36,8.59,"Yellow",5,10,False
5.4,1.46,12.26,"Red",9,3,False
8.42,5.27,12.86,"Red",3,8,True
4.8,3.16,9.83,"Yellow",1,12,False
2.88,3.02,11.8,"Green",3,12,False
3.09,3.51,10.49,"Pink",3,15,False
9.15,3.93,12.1,"Blue",4,5,False
9.81,3.12,9.09,"Orange",4,1,False
9.55,3.14,9.86,"Blue",5,5,False
3.79,2.94,9.75,"Red",13,11,True
8.75,1.76,13.95,"Blue",6,13,False
7.63,2.7,13.2,"Yellow",2,3,False
9.82,1.19,15.92,"Orange",7,4,False
6.33,3.69,9.4,"Pink",3,6,False
5.2,3.89,4.21,"Blue",15,3,True
6.47,3.71,9.75,"Yellow",2,5,False
2.01,3.2,15.25,"Yellow",13,1,False
4.23,3.21,12.26,"Purple",7,14,False
8.18,3.06,10.85,"Blue",7,13,False
4.6,1.33,15.45,"Yellow",12,14,False
2.76,3.86,15.82,"Purple",12,8,True
2.53,3.4,11.33,"Purple",9,5,False
4.27,1.72,12.01,"Orange",14,9,True
8.6,3.65,11.15,"Pink",15,10,False
4.11,3.55,10.37,"Green",10,7,True
9.12,1.31,11.87,"Green",1,2,False
5.45,3.91,10.16,"Orange",15,14,False
2.69,5.68,13.85,"Purple",9,7,True
8.05,3.19,15.9,"Orange",9,4,False
3.17,2.36,9.22,"Yellow",13,15,False
8.18,2.34,13.45,"Red",13,9,False
10.46,2.8,9.81,"Blue",5,9,True
2.13,1.88,12.56,"Blue",4,12,False
2.81,1.27,16.0,"Orange",6,7,False
8.54,3.86,8.7,"Purple",3,13,False
7.75,1.83,11.89,"Red",2,4,False
7.93,2.65,6.91,"Blue",5,14,True
2.73,2.13,8.02,"Purple",4,8,False
9.86,1.57,12.65,"Blue",2,4,False
9.11,1.13,9.87,"Yellow",11,8,False
6.4,3.78,7.63,"Green",10,11,True
7.75,2.15,15.83,"Purple",16,4,True
2.67,3.94,9.63,"Blue",8,8,False
2.1,1.69,11.7,"Yellow",2,5,False
9.21,1.68,4.27,"Yellow",14,10,True
5.0,3.18,12.38,"Green",6,3,False
3.23,3.44,6.09,"Green",15,17,True
5.59,3.31,14.0,"Green",5,7,False
2.44,2.51,14.47,"Yellow",5,5,False
9.71,2.74,12.31,"Red",9,6,False
3.58,1.54,14.83,"Red",10,12,True
9.73,1.16,10.9,"Purple",5,14,False
10.78,3.91,15.38,"Green",4,13,True
3.67,3.35,12.82,"Purple",14,5,False
4.77,2.92,14.74,"Red",12,1,False
7.51,2.46,13.12,"Yellow",11,19,True
7.11,3.19,8.59,"Red",8,14,False
9.46,2.55,8.82,"Red",12,8,False
4.92,1.33,7.05,"Pink",14,5,True
8.65,2.27,6.85,"Red",15,12,True
3.69,1.01,11.79,"Orange",13,10,False
3.09,3.16,8.06,"Orange",15,9,False
4.7,3.76,8.09,"Green",6,5,False
7.8,2.09,9.59,"Red",12,12,False
6.41,2.81,14.03,"Yellow",5,8,False
4.83,5.55,10.83,"Yellow",11,3,True
5.43,3.32,13.49,"Red",12,10,False
9.7,2.89,13.3,"Yellow",2,5,False
5.76,1.8,15.48,"Orange",15,12,True
2.42,3.24,9.21,"Red",2,9,False
5.09,2.54,11.57,"Pink",2,10,False
7.79,1.93,14.22,"Green",4,12,False
8.02,2.63,9.76,"Green",15,3,False
8.41,3.36,14.63,"Pink",6,6,False
7.89,2.25,12.23,"Yellow",1,10,False
3.06,1.47,14.85,"Blue",7,3,False
9.39,1.91,9.06,"Yellow",11,2,False
9.12,1.83,14.26,"Blue",7,6,False
6.55,3.67,11.11,"Purple",6,13,False
3.27,1.3,15.95,"Purple",13,1,False
7.96,1.25,12.83,"Pink",1,9,False
2.81,1.23,12.28,"Green",3,8,False
8.92,3.7,8.11,"Yellow",12,17,True
7.86,2.77,9.19,"Purple",10,10,False
4.84,1.09,10.24,"Purple",9,14,False
8.33,1.88,8.81,"Green",5,14,True
5.99,4.92,10.74,"Purple",6,15,True
5.6,3.74,9.96,"Purple",8,11,False
3.75,3.17,9.48,"Red",8,2,False
8.0,3.59,11.24,"Purple",7,13,False
3.7,2.26,15.45,"Red",3,7,False
9.86,2.83,10.7,"Red",4,11,False
9.71,2.51,11.21,"Blue",3,8,False
8.56,4.11,4.8,"Pink",6,13,True
8.04,1.79,15.45,"Pink",9,1,True
3.23,1.55,15.66,"Red",10,14,False
9.95,1.93,12.39,"Blue",11,6,False
8.64,3.7,15.65,"Pink",7,15,False
10.78,3.18,9.66,"Pink",10,10,True
8.93,1.44,10.26,"Purple",13,14,False
5.27,2.09,9.45,"Red",9,15,True
6.96,1.99,11.78,"Yellow",9,8,False
6.87,3.44,8.21,"Blue",3,10,False
2.45,3.38,12.55,"Orange",9,2,False
2.56,2.63,15.66,"Blue",8,13,False
5.43,1.68,11.66,"Purple",13,9,False
7.89,2.12,15.49,"Green",14,2,False
2.33,2.53,10.72,"Pink",1,14,False
8.19,3.68,14.95,"Orange",9,1,False
8.33,1.29,12.57,"Orange",6,2,False
5.68,1.2,9.67,"Orange",10,4,False
5.6,2.94,10.36,"Orange",12,10,False
7.64,3.63,10.87,"Blue",11,9,False
7.71,2.67,10.13,"Orange",9,7,False
5.15,1.84,8.84,"Blue",11,14,False
8.16,3.73,14.2,"Pink",1,11,False
7.62,1.14,15.83,"Blue",10,6,False
4.69,1.51,11.46,"Pink",1,13,True
8.43,3.04,10.84,"Green",15,2,True
7.45,3.85,13.47,"Purple",14,6,False
5.96,2.59,11.32,"Yellow",9,7,False
7.74,1.87,12.73,"Pink",15,15,False
5.43,5.88,12.58,"Yellow",12,8,True
9.75,3.91,10.26,"Pink",3,6,False
8.47,3.67,14.44,"Purple",11,2,True
6.92,2.49,12.08,"Green",13,9,False
6.29,2.2,15.89,"Blue",9,9,False
4.43,1.72,13.28,"Purple",14,5,False
4.65,2.33,15.36,"Green",9,6,False
4.54,3.21,14.51,"Yellow",2,14,False
8.42,3.06,11.81,"Orange",15,15,False
4.21,1.01,13.01,"Red",4,5,False
9.15,3.22,12.47,"Purple",5,7,False
9.13,1.83,8.47,"Yellow",9,12,True
4.44,3.56,10.26,"Pink",11,14,False
4.5,1.59,9.42,"Yellow",7,14,True
7.25,3.42,10.61,"Green",9,12,False
9.1,3.79,14.32,"Red",8,13,False
2.3,2.95,8.27,"Blue",12,12,False
3.77,3.65,11.04,"Blue",4,7,False
2.52,3.16,11.37,"Green",14,13,False
7.9,1.88,11.64,"Pink",2,5,False
9.11,1.15,9.4,"Blue",7,4,True
3.0,2.13,14.42,"Red",14,4,False
10.54,3.62,10.03,"Blue",15,12,True
3.11,3.45,11.2,"Green",8,6,False
5.89,3.91,9.74,"Yellow",8,6,False
7.4,1.46,15.46,"Purple",11,11,False
4.18,2.67,11.43,"Yellow",5,10,False
9.69,2.63,11.11,"Green",10,7,False
4.06,2.7,9.67,"Orange",1,11,False
5.75,1.52,14.53,"Purple",10,14,False
7.37,2.46,11.08,"Pink",8,4,False
7.46,1.64,11.11,"Orange",3,3,False
9.2,1.13,8.17,"Blue",11,13,True
5.71,3.3,14.23,"Pink",10,7,False
8.32,2.29,13.82,"Orange",7,13,False
6.08,1.49,14.0,"Blue",9,3,False
8.22,2.06,11.69,"Green",8,10,False
5.55,3.25,9.28,"Purple",9,7,False
6.94,1.17,14.44,"Orange",1,14,False
8.39,2.29,10.21,"Orange",7,1,False
3.64,2.81,10.52,"Yellow",6,3,False
7.81,1.05,15.5,"Red",8,11,False
2.02,1.73,8.29,"Red",2,8,True
6.13,2.98,11.03,"Purple",4,14,False
2.74,3.48,11.39,"Blue",1,6,True
8.84,1.35,9.63,"Pink",11,6,True
9.99,1.26,8.53,"Yellow",6,6,True
4.47,2.84,13.14,"Red",3,1,False
4.89,1.34,15.83,"Green",4,12,False
2.93,3.7,15.86,"Blue",14,12,True
2.19,3.7,15.13,"Red",1,12,False
6.27,3.61,11.57,"Yellow",9,6,False
5.81,3.07,13.59,"Blue",15,15,True
8.14,5.61,8.32,"Orange",9,15,True
8.46,4.43,9.55,"Yellow",7,6,True
7.98,2.67,12.18,"Orange",15,6,False
8.95,5.68,12.15,"Green",7,9,True
2.95,3.63,12.33,"Yellow",5,1,False
5.28,1.88,13.9,"Pink",5,8,False
5.4,1.83,13.77,"Pink",2,3,True
7.1,2.36,14.18,"Yellow",4,4,False
4.21,3.85,11.43,"Green",4,3,False
3.26,1.85,12.7,"Pink",3,9,False
3.68,1.03,11.71,"Purple",15,14,False
7.01,3.07,9.82,"Blue",13,1,False
5.89,1.65,10.39,"Blue",3,1,True
4.02,5.63,12.74,"Pink",10,1,True
2.04,3.14,9.47,"Purple",8,13,False
6.98,4.02,13.39,"Pink",7,1,True
2.2,2.7,14.85,"Red",10,11,False
6.88,1.73,14.67,"Green",4,9,False
7.51,3.61,10.49,"Orange",6,5,False
9.52,3.16,9.58,"Purple",14,1,True
5.08,3.52,12.63,"Blue",9,11,False
9.54,3.41,10.42,"Red",5,14,False
2.27,2.16,8.65,"Red",12,13,False
3.24,3.71,12.47,"Yellow",5,7,False
5.62,4.6,7.98,"Yellow",6,4,True
3.46,2.29,8.63,"Pink",8,10,False
4.89,2.07,10.91,"Red",3,12,False
5.41,3.35,11.24,"Green",7,6,False
8.35,3.86,8.95,"Orange",14,4,False
8.86,3.86,9.75,"Red",5,14,False
4.64,2.71,13.31,"Pink",5,9,False
3.13,3.34,9.09,"Red",9,1,False
4.5,3.76,6.32,"Pink",4,3,True
6.71,1.68,15.58,"Orange",2,8,False
4.96,4.44,13.51,"Purple",2,1,True
2.26,3.76,9.7,"Green",1,8,False
8.78,2.81,14.38,"Pink",4,15,False
9.13,2.77,8.25,"Red",13,12,False
6.87,2.23,8.46,"Orange",15,3,False
2.64,1.69,12.16,"Green",2,14,False
8.55,2.94,8.6,"Green",14,12,False
6.49,1.09,15.67,"Purple",12,10,False
5.59,1.0,11.52,"Red",5,9,False
8.93,3.65,14.92,"Blue",3,11,True
5.0,3.53,10.89,"Blue",3,15,False
2.76,3.83,14.52,"Orange",12,2,False
8.12,2.23,14.83,"Orange",7,11,False
7.73,2.31,14.58,"Green",3,4,False
9.01,3.12,9.09,"Yellow",19,13,True
5.49,2.47,11.29,"Yellow",11,8,False
3.12,3.2,8.93,"Blue",9,11,False
2.02,1.43,11.93,"Pink",15,1,True
9.79,5.47,14.31,"Green",1,13,True
3.6,1.28,11.33,"Purple",3,9,False
5.18,1.06,14.03,"Red",12,5,False
8.25,2.01,15.07,"Blue",5,14,False
2.64,1.87,8.42,"Red",15,8,False
11.41,4.89,7.8,"Blue",14,15,True
4.48,2.9,13.98,"Red",3,12,False
5.88,5.54,14.8,"Yellow",15,6,True
6.91,2.82,15.34,"Yellow",7,3,False
5.72,1.66,10.18,"Yellow",9,3,False
6.96,1.35,11.53,"Orange",9,7,False
7.38,2.11,12.4,"Blue",15,14,False
8.85,1.54,4.06,"Blue",15,12,True
8.02,1.34,12.09,"Pink",1,6,False
9.45,3.57,10.05,"Yellow",10,6,False
7.58,3.0,8.52,"Orange",1,7,False
4.95,2.12,10.85,"Pink",9,8,False
7.19,1.01,12.33,"Orange",3,1,False
11.43,1.46,14.47,"Red",11,12,True
6.67,2.36,6.05,"Blue",10,14,True
5.23,1.96,10.27,"Yellow",5,13,False
8.43,1.61,8.17,"Blue",17,14,True
6.23,2.64,8.98,"Red",14,13,False
7.61,2.0,11.06,"Blue",13,2,False
3.55,3.38,6.79,"Orange",19,6,True
9.9,1.12,15.61,"Green",9,2,False
2.34,2.69,15.64,"Purple",10,11,True
5.11,2.35,10.61,"Pink",3,6,False
2.56,2.25,9.3,"Pink",19,19,True
8.9,5.43,8.32,"Green",12,13,True
4.12,2.32,11.02,"Yellow",2,13,False
11.07,5.86,5.85,"Yellow",17,11,True
11.03,4.91,15.78,"Orange",15,15,True
7.22,5.01,10.31,"Yellow",1,6,True
3.13,2.8,11.34,"Orange",15,2,False
7.44,3.38,14.56,"Pink",14,1,False
2.92,1.01,15.8,"Orange",12,9,False
4.84,3.21,14.79,"Blue",1,7,False
4.69,3.31,15.22,"Yellow",15,10,False
4.37,1.48,13.9,"Blue",4,4,False
3.23,3.25,10.6,"Purple",13,2,False
3.66,3.64,11.71,"Red",15,15,False
2.93,2.38,8.05,"Orange",2,13,False
7.25,2.6,8.7,"Yellow",15,9,False
6.85,1.12,10.37,"Orange",1,10,False
8.04,2.69,14.07,"Pink",11,10,False
6.45,3.91,12.86,"Orange",13,4,True
7.49,2.42,9.96,"Yellow",7,5,False
6.45,2.97,11.9,"Blue",7,15,False
3.15,3.85,13.75,"Pink",15,10,False
6.06,3.22,9.96,"Pink",4,15,False
2.56,3.64,12.11,"Blue",10,8,False
3.59,1.58,15.4,"Orange",2,14,False
5.14,2.19,14.91,"Orange",10,9,False
6.58,3.96,14.73,"Orange",9,15,False
3.55,3.77,9.8,"Blue",9,4,False
3.82,1.76,8.86,"Blue",11,2,False
10.28,2.38,6.0,"Red",10,10,True
2.9,1.01,14.24,"Red",2,7,False
8.78,3.58,14.27,"Blue",15,12,False
4.26,3.48,12.31,"Blue",9,13,False
6.75,3.97,12.75,"Orange",7,1,False
8.22,2.99,8.96,"Green",14,5,False
3.01,1.93,9.94,"Pink",2,12,False
6.67,1.51,10.81,"Yellow",15,10,False
2.59,3.34,11.08,"Pink",14,10,False
8.78,1.18,9.48,"Red",8,14,False
3.94,3.5,10.06,"Purple",6,10,False
8.17,2.28,15.12,"Green",12,7,False
9.0,2.63,10.85,"Green",13,13,False
5.98,3.34,10.0,"Pink",11,1,False
7.63,3.76,11.77,"Pink",3,7,False
8.88,1.65,15.82,"Green",10,13,False
5.65,2.15,12.09,"Blue",10,7,False
4.54,3.04,13.73,"Yellow",13,12,False
4.58,3.16,10.17,"Yellow",14,6,False
7.84,2.6,8.82,"Yellow",3,14,False
8.65,1.11,8.17,"Red",9,13,False
9.75,2.3,12.82,"Red",13,15,False
2.4,1.73,13.03,"Pink",11,10,False
5.99,2.54,11.69,"Red",10,6,False
7.12,1.93,12.27,"Orange",12,2,False
2.79,1.77,8.25,"Red",14,14,False
9.75,2.99,10.99,"Purple",12,10,True
2.61,3.08,9.3,"Orange",4,11,False
6.73,1.04,9.23,"Blue",4,13,False
3.89,1.48,14.79,"Red",1,5,False
6.7,3.64,12.26,"Purple",12,14,False
4.29,2.29,12.74,"Pink",2,11,False
7.15,2.02,9.23,"Pink",9,8,False
2.62,2.66,10.23,"Pink",14,12,False
7.05,1.29,10.12,"Blue",12,7,False
2.64,2.16,13.99,"Red",10,9,False
4.94,1.52,8.04,"Red",2,9,False
7.2,1.88,9.2,"Blue",8,12,False
3.58,1.79,8.09,"Orange",7,3,False
5.0,3.93,8.84,"Pink",3,9,False
4.31,3.98,13.28,"Pink",9,8,False
5.51,2.6,9.25,"Yellow",13,10,False
5.51,3.99,15.08,"Yellow",6,14,False
7.87,1.65,10.73,"Yellow",5,12,False
4.41,1.67,15.18,"Green",3,8,False
4.51,1.68,15.51,"Green",14,11,False
8.88,1.54,11.75,"Yellow",8,4,False
2.43,3.55,9.18,"Pink",6,14,False
6.42,1.42,15.62,"Pink",3,9,False
7.54,3.17,14.65,"Blue",15,14,False
7.81,1.64,9.79,"Orange",12,12,False
3.76,3.21,13.28,"Green",10,8,False
5.61,3.54,15.48,"Pink",13,15,False
6.51,3.13,10.12,"Purple",9,7,False
5.32,2.04,15.4,"Green",11,6,False
8.32,3.74,5.57,"Blue",15,12,True
5.62,2.14,10.93,"Pink",15,7,False
8.69,3.05,12.52,"Yellow",13,6,False
2.55,2.93,15.86,"Green",7,4,False
2.09,2.82,9.54,"Green",8,8,False
8.82,3.93,13.06,"Pink",7,8,False
5.7,2.8,15.33,"Purple",1,12,False
7.5,1.97,10.12,"Blue",11,11,False
6.46,1.54,14.86,"Green",15,14,False
4.69,4.41,4.74,"Purple",11,12,True
4.55,3.97,10.23,"Red",11,11,False
9.93,2.53,13.46,"Purple",8,12,False
8.14,2.31,9.03,"Pink",3,6,False
6.97,2.92,13.24,"Yellow",15,3,False
4.36,2.98,9.07,"Yellow",5,15,False
2.79,3.94,13.65,"Purple",13,14,False
2.27,2.13,8.7,"Red",12,2,True
7.46,2.28,11.34,"Pink",15,15,False
2.54,3.47,12.81,"Green",11,8,False
8.2,1.53,12.95,"Pink",17,12,True
5.24,2.32,14.99,"Green",9,12,False
3.4,1.75,10.61,"Red",7,10,False
8.92,1.71,14.48,"Orange",5,5,False
6.92,4.23,4.82,"Yellow",19,14,True
3.22,2.56,8.45,"Red",12,11,False
6.85,1.74,13.5,"Orange",6,2,False
8.28,1.62,11.27,"Orange",13,13,False
8.09,2.12,9.97,"Yellow",2,5,True
9.13,4.53,4.93,"Green",6,6,True
8.99,2.63,6.51,"Blue",1,11,True
7.05,3.24,15.41,"Green",10,14,False
2.61,3.09,8.62,"Yellow",3,3,True
4.2,3.27,12.84,"Purple",3,15,True
8.12,5.43,10.59,"Red",15,13,True
8.94,1.03,15.83,"Blue",6,14,False
9.46,2.96,8.58,"Orange",14,4,False
3.18,1.39,11.56,"Green",6,4,False
3.86,1.45,10.46,"Yellow",9,1,True
3.91,2.38,8.75,"Orange",11,12,True
5.22,1.69,12.67,"Yellow",12,10,False
3.51,3.48,15.47,"Yellow",2,7,False
4.16,3.01,14.97,"Yellow",2,5,True
2.35,4.82,11.32,"Purple",7,18,True
9.39,1.7,8.75,"Yellow",11,12,False
2.06,2.92,15.3,"Red",10,7,False
5.86,1.23,11.15,"Red",12,9,False
4.41,2.03,10.06,"Blue",12,10,False
8.32,3.53,11.76,"Purple",2,4,True
8.1,1.17,10.32,"Pink",8,15,False
7.84,2.7,10.08,"Blue",6,1,False
7.49,1.81,9.76,"Red",1,12,True
4.07,2.73,4.08,"Pink",10,19,True
6.98,1.52,14.98,"Orange",4,11,False
4.15,3.73,13.96,"Yellow",9,15,False
5.62,2.48,15.97,"Pink",5,2,False
4.47,3.43,12.23,"Pink",4,5,False
6.15,1.14,9.92,"Orange",13,12,False
7.06,1.68,8.62,"Purple",11,3,False
6.09,4.71,8.99,"Yellow",11,13,True
5.72,1.56,12.37,"Pink",15,5,False
3.36,2.49,8.28,"Green",2,1,False
3.13,1.69,12.2,"Purple",9,4,False
4.49,1.28,15.43,"Blue",2,9,False
6.98,3.06,8.73,"Blue",10,3,False
6.55,2.45,15.72,"Yellow",12,2,False
7.66,3.92,9.45,"Purple",3,7,False
5.25,1.69,8.81,"Green",5,1,False
7.05,2.89,14.56,"Red",4,14,False
4.46,3.85,10.65,"Orange",1,6,False
4.85,2.47,13.13,"Blue",2,6,False
7.27,2.65,11.83,"Blue",8,1,False
8.4,2.32,13.52,"Orange",8,7,False
11.37,1.82,8.18,"Orange",19,13,True
3.2,1.75,8.86,"Blue",1,8,False
2.42,1.96,12.52,"Pink",15,5,False
2.17,5.89,8.25,"Pink",10,7,True
3.06,1.94,8.94,"Yellow",6,11,False
2.47,1.11,12.83,"Purple",5,10,True
9.17,3.53,11.87,"Green",11,11,False
3.35,1.26,13.69,"Red",9,10,False
2.64,1.09,15.22,"Green",2,5,False
2.21,2.29,14.81,"Yellow",14,2,False
9.5,3.05,15.98,"Pink",2,12,False
6.52,2.37,8.04,"Red",12,1,False
2.85,2.12,14.46,"Green",12,11,False
3.87,1.55,15.74,"Green",14,2,False
2.68,1.21,12.64,"Green",6,1,False
3.02,1.84,14.19,"Orange",13,10,False
4.89,1.04,9.85,"Green",12,4,False
8.27,5.25,6.67,"Orange",11,11,True
5.48,2.3,9.93,"Yellow",4,3,False
3.14,3.31,15.82,"Blue",10,9,False
8.86,2.44,12.99,"Green",5,14,True
9.31,1.19,13.3,"Blue",14,3,False
6.82,1.91,11.68,"Purple",2,8,False
8.52,2.04,8.4,"Orange",8,2,False
11.27,1.48,11.19,"Pink",14,1,True
9.08,2.6,10.89,"Pink",15,6,False
8.47,2.75,10.53,"Purple",1,8,False
8.93,1.33,14.68,"Pink",2,9,True
8.86,1.73,14.75,"Yellow",5,13,False
4.67,2.92,14.13,"Purple",5,10,False
3.8,1.53,14.58,"Purple",11,6,False
5.28,2.89,8.15,"Blue",1,14,False
3.07,2.28,13.64,"Blue",15,1,False
7.08,1.11,8.19,"Red",5,9,False
5.24,3.89,12.22,"Red",6,4,False
9.71,2.27,13.97,"Green",17,11,True
3.14,1.23,8.06,"Blue",7,10,False
9.31,2.46,5.49,"Green",15,14,True
8.8,2.0,15.74,"Orange",14,10,False
8.17,2.5,13.58,"Orange",10,12,False
4.86,2.97,10.27,"Blue",15,2,False
9.27,5.14,5.05,"Orange",4,13,True
4.58,2.36,8.55,"Green",9,7,False
2.76,1.42,10.57,"Pink",15,6,False
9.91,3.62,14.22,"Orange",14,12,False
8.86,1.67,11.97,"Pink",2,17,True
5.06,1.6,13.75,"Purple",12,2,False
6.04,1.47,13.71,"Red",1,6,False
9.39,5.78,12.63,"Red",13,4,True
7.63,2.35,11.58,"Red",10,15,False
2.62,1.24,9.25,"Blue",11,12,False
6.74,2.56,12.36,"Yellow",15,2,False
5.07,1.51,15.89,"Yellow",7,5,False
5.52,3.33,6.3,"Yellow",10,15,True
5.91,1.47,13.93,"Blue",7,8,False
9.45,3.94,9.78,"Purple",2,1,False
2.56,2.92,13.29,"Red",11,6,False
3.38,2.38,15.8,"Purple",10,2,False
7.8,2.24,10.35,"Red",5,11,False
8.39,1.59,11.4,"Blue",4,13,False
8.84,2.97,12.29,"Blue",14,9,False
7.93,2.29,9.62,"Orange",7,15,False
6.45,1.01,14.14,"Blue",2,11,False
4.35,3.2,14.54,"Red",6,10,False
3.21,1.66,9.03,"Orange",2,11,False
2.03,3.1,14.87,"Pink",11,12,False
5.79,1.4,14.61,"Yellow",11,11,False
9.84,2.74,12.6,"Purple",9,10,False
5.71,1.03,8.27,"Green",15,10,False
6.33,3.41,11.56,"Purple",3,9,True
6.77,3.44,10.39,"Purple",10,15,True
3.97,1.78,10.03,"Red",11,4,False
8.4,2.68,12.56,"Red",2,1,False
6.59,1.29,13.35,"Pink",12,11,False
9.85,1.21,14.54,"Orange",19,9,True
6.14,1.04,10.42,"Blue",3,1,False
3.91,3.76,12.52,"Purple",2,6,False
4.17,1.74,13.12,"Purple",11,4,False
2.39,1.49,14.35,"Blue",9,10,False
4.39,1.09,13.91,"Yellow",11,5,False
9.02,2.88,12.97,"Green",4,12,False
9.98,1.01,12.47,"Blue",13,3,False
2.11,2.22,10.65,"Green",8,12,True
3.98,1.58,12.24,"Purple",10,6,False
6.26,3.73,8.64,"Yellow",6,2,False
7.06,2.26,8.63,"Purple",4,13,False
9.99,3.07,15.0,"Yellow",2,14,False
9.02,2.19,10.4,"Blue",3,7,False
6.37,1.93,12.69,"Yellow",8,15,True
2.9,1.78,14.72,"Green",12,11,False
7.63,1.87,12.43,"Yellow",2,11,False
5.45,1.77,10.9,"Blue",4,6,False
2.63,1.33,13.64,"Green",8,5,False
9.28,3.97,14.39,"Red",8,6,False
11.17,1.22,13.68,"Red",3,6,True
6.4,2.62,8.61,"Pink",2,9,False
7.29,2.6,10.7,"Blue",13,14,False
6.25,2.82,10.03,"Orange",3,9,False
3.12,1.97,11.2,"Blue",11,7,False
5.01,3.91,14.76,"Yellow",13,6,False
8.24,3.11,14.33,"Orange",3,3,False
9.4,3.77,13.89,"Orange",13,2,False
8.9,1.23,10.05,"Yellow",14,8,False
6.42,2.52,11.3,"Green",3,5,False
3.97,1.85,13.89,"Purple",13,11,False
6.46,2.3,11.7,"Pink",1,5,False
7.68,4.94,12.23,"Green",13,13,True
8.46,1.8,10.9,"Pink",3,10,True
4.92,1.48,11.84,"Pink",19,15,True
5.59,2.37,9.5,"Blue",15,6,False
9.07,2.62,8.97,"Purple",8,3,False
3.82,1.01,12.69,"Red",13,9,False
6.48,2.88,8.18,"Orange",7,2,False
7.96,2.44,15.7,"Yellow",1,3,False
6.81,3.12,9.13,"Orange",14,14,True
9.11,1.18,12.79,"Green",15,14,False
10.73,1.4,13.28,"Purple",4,1,True
8.18,2.66,7.99,"Purple",11,2,True
6.84,3.02,14.68,"Pink",6,2,False
2.14,3.4,8.76,"Green",7,5,False
8.54,3.23,15.86,"Pink",3,5,False
3.56,2.67,10.95,"Red",15,15,False
10.65,5.77,15.54,"Green",3,13,True
7.16,2.21,12.96,"Purple",2,1,False
9.25,1.85,12.03,"Orange",8,8,False
4.53,2.61,5.68,"Pink",3,5,True
5.05,3.35,14.13,"Red",13,4,False
4.18,3.7,8.42,"Purple",12,3,False
4.71,2.92,12.85,"Pink",7,15,False
2.68,2.37,14.62,"Blue",15,7,True
2.79,1.3,10.35,"Purple",3,12,False
3.78,5.9,15.21,"Blue",5,1,True
6.23,1.56,13.2,"Red",7,13,True
7.57,2.25,6.33,"Red",18,4,True
8.12,2.82,13.16,"Green",7,15,False
2.77,2.19,8.63,"Yellow",12,13,False
6.81,1.1,13.85,"Purple",10,12,False
6.51,1.13,11.87,"Green",19,4,True
2.05,2.66,5.02,"Blue",15,14,True
8.21,1.05,9.46,"Red",1,8,False
6.87,3.56,15.0,"Orange",12,14,False
7.84,3.46,9.66,"Orange",2,18,True
2.95,3.39,15.94,"Purple",6,3,False
6.14,1.06,10.89,"Blue",7,12,False
9.74,2.04,14.63,"Red",2,8,False
2.23,2.77,11.46,"Pink",5,13,False
6.36,1.09,14.96,"Green",5,13,False
3.11,3.31,10.52,"Blue",1,7,False
6.89,1.42,10.39,"Purple",1,15,False
8.13,3.13,9.54,"Green",6,12,False
8.0,3.22,11.38,"Green",4,2,False
5.07,1.37,10.01,"Pink",15,4,False
9.41,2.77,8.58,"Red",3,14,True
3.77,3.51,15.66,"Blue",3,14,False
4.61,2.99,15.62,"Yellow",8,14,False
4.08,2.5,13.87,"Purple",7,9,False
9.83,2.6,10.67,"Green",15,12,False
6.09,2.58,12.48,"Orange",10,13,False
6.66,1.52,7.21,"Pink",2,5,True
4.22,1.28,14.28,"Yellow",9,7,False
7.64,2.84,9.48,"Blue",3,9,True
6.83,2.6,11.35,"Orange",4,6,False
5.07,1.48,10.69,"Blue",13,6,False
7.48,1.03,11.97,"Purple",2,7,False
9.31,1.3,11.36,"Yellow",15,15,False
3.16,3.45,13.61,"Green",8,2,False
3.13,1.08,11.45,"Orange",10,8,False
4.27,3.32,15.46,"Orange",6,4,False
6.36,3.52,12.33,"Red",14,13,False
8.79,3.7,12.02,"Red",7,11,False
9.94,1.32,8.52,"Green",3,1,False
3.98,3.56,10.94,"Green",4,11,False
5.15,1.82,9.81,"Orange",9,12,False
4.14,3.81,9.53,"Red",15,9,False
9.68,2.17,9.56,"Purple",11,10,False
2.13,1.96,12.29,"Pink",10,1,False
6.96,2.48,13.85,"Red",6,5,False
3.42,3.61,8.4,"Blue",9,9,False
8.21,1.03,8.01,"Red",13,13,False
4.68,3.67,10.75,"Purple",9,15,False
2.08,1.04,14.0,"Yellow",5,3,False
6.04,3.21,14.3,"Orange",6,3,False
3.38,2.56,12.77,"Blue",8,8,False
2.32,1.52,14.27,"Blue",12,11,False
6.98,2.93,9.98,"Yellow",14,8,False
9.7,3.18,13.27,"Purple",4,3,False
2.71,2.12,13.79,"Blue",15,5,False
2.81,2.02,15.1,"Purple",12,11,False
6.61,3.99,12.7,"Yellow",5,5,False
